"STATION","DATE","LATITUDE","LONGITUDE","SEA_SURF_TEMP","SST_MM"
"12530","2003-12-17T07:00:00","31.27","30.18",,
"12530","2003-12-17T08:00:00","31.27","30.18",,
"12530","2003-12-17T09:00:00","31.28","30.21",,
"12530","2003-12-17T10:00:00","31.26","30.17",,
"12530","2003-12-17T11:00:00","31.26","30.17",,
"12530","2003-12-17T12:00:00","31.27","30.20",,
"12530","2003-12-17T15:00:00","31.28","30.20",,
"12530","2003-12-17T16:00:00","31.28","30.20",,
"12530","2003-12-17T17:00:00","31.28","30.20",,
"12530","2003-12-17T18:00:00","31.28","30.20",,
"12530","2003-12-17T19:00:00","31.28","30.20",,
"12530","2003-12-17T20:00:00","31.28","30.20",,
"12530","2003-12-17T21:00:00","31.27","30.19",,
"12530","2003-12-17T22:00:00","31.27","30.19",,
"12530","2003-12-17T23:00:00","31.27","30.19",,
"12530","2003-12-18T00:00:00","31.27","30.19",,
"12530","2003-12-18T01:00:00","31.27","30.18",,
"12530","2003-12-18T09:00:00","31.28","30.19",,
"12530","2003-12-18T10:00:00","31.28","30.19",,
"12530","2003-12-18T11:00:00","31.27","30.19",,
"12530","2003-12-18T12:00:00","31.27","30.19",,
"12530","2003-12-18T15:00:00","31.27","30.19",,
"12530","2003-12-18T16:00:00","31.27","30.19",,
"12530","2003-12-18T17:00:00","31.27","30.19",,
"12530","2003-12-18T18:00:00","31.27","30.19",,
"12530","2003-12-18T19:00:00","31.27","30.19",,
"12530","2003-12-18T21:00:00","31.27","30.18",,
"12530","2003-12-18T23:00:00","31.27","30.19",,
"12530","2003-12-19T01:00:00","31.27","30.19",,
"12530","2003-12-19T14:00:00","31.27","30.19",,
"12530","2003-12-19T16:00:00","31.27","30.18",,
"12530","2003-12-19T17:00:00","31.27","30.18",,
"12530","2003-12-19T18:00:00","31.27","30.18",,
"12530","2003-12-19T19:00:00","31.27","30.18",,
"12530","2003-12-19T21:00:00","31.28","30.19",,
"12530","2003-12-19T23:00:00","31.28","30.17",,
"12530","2003-12-20T00:00:00","31.27","30.19",,
"12530","2003-12-22T16:00:00","31.28","30.18",,
"12530","2003-12-22T17:00:00","31.28","30.18",,
"12530","2003-12-22T18:00:00","31.28","30.18",,
"12530","2003-12-22T20:00:00","31.28","30.19",,
"12530","2003-12-22T21:00:00","31.28","30.19",,
"12530","2003-12-23T00:00:00","31.27","30.18",,
"12530","2003-12-23T05:00:00","31.27","30.19",,
"12530","2003-12-23T06:00:00","31.28","30.19",,
"12530","2003-12-23T07:00:00","31.27","30.19",,
"12530","2003-12-23T08:00:00","31.28","30.19",,
"12530","2003-12-23T09:00:00","31.28","30.19",,
"12530","2003-12-23T12:00:00","31.28","30.22",,
"12530","2003-12-23T13:00:00","31.28","30.22",,
"12530","2003-12-23T16:00:00","31.28","30.19",,
"12530","2003-12-23T17:00:00","31.28","30.19",,
"12530","2003-12-23T19:00:00","31.27","30.18",,
"12530","2003-12-23T21:00:00","31.28","30.20",,
"12530","2003-12-23T23:00:00","31.28","30.18",,
"12530","2003-12-24T00:00:00","31.28","30.18",,
"12530","2003-12-26T08:00:00","31.33","30.00",,
"12530","2003-12-26T09:00:00","31.33","30.00",,
"12530","2003-12-26T10:00:00","31.33","30.00",,
"12530","2003-12-26T11:00:00","31.33","30.00",,
"12530","2003-12-26T16:00:00","31.27","30.19",,
"12530","2003-12-26T17:00:00","31.27","30.17",,
"12530","2003-12-26T18:00:00","31.27","30.17",,
"12530","2003-12-26T19:00:00","31.27","30.17",,
"12530","2003-12-26T20:00:00","31.27","30.17",,
"12530","2003-12-26T21:00:00","31.28","30.19",,
"12530","2003-12-26T23:00:00","31.28","30.18",,
"12530","2003-12-27T01:00:00","31.27","30.18",,
"12530","2003-12-27T04:00:00","31.27","30.19",,
"12530","2003-12-27T05:00:00","31.27","30.19",,
"12530","2003-12-27T06:00:00","31.27","30.19",,
"12530","2003-12-27T09:00:00","31.29","30.19",,
"12530","2003-12-27T10:00:00","31.29","30.19",,
"12530","2003-12-27T12:00:00","31.27","30.19",,
"12530","2003-12-27T16:00:00","31.27","30.19",,
"12530","2003-12-27T17:00:00","31.27","30.18",,
"12530","2003-12-27T18:00:00","31.27","30.18",,
"12530","2003-12-27T19:00:00","31.27","30.18",,
"12530","2003-12-27T21:00:00","31.27","30.19",,
"12530","2003-12-27T23:00:00","31.28","30.18",,
"12530","2003-12-28T01:00:00","31.27","30.19",,
"8702","2003-12-10T17:08:00","35.95","-5.83","63.0","12"
"8702","2003-12-10T17:37:00","35.95","-6.00","63.1","12"
"FNTL","2003-12-02T08:00:00","38.00","-0.20",,
"FNTL","2003-12-02T09:00:00","37.80","-0.40",,
"FNTL","2003-12-02T10:00:00","37.60","-0.60",,
"FNTL","2003-12-02T11:00:00","37.40","-0.80",,
"FNTL","2003-12-02T12:00:00","37.20","-1.10",,
"FNTL","2003-12-02T13:00:00","37.10","-1.40",,
"FNTL","2003-12-02T14:00:00","36.90","-1.60",,
"FNTL","2003-12-02T15:00:00","36.70","-2.00",,
"FNTL","2003-12-02T16:00:00","36.60","-2.20",,
"FNTL","2003-12-02T17:00:00","36.60","-2.50",,
"FNTL","2003-12-02T18:00:00","36.50","-2.80",,
"FNTL","2003-12-02T19:00:00","36.40","-3.10",,
"FNTL","2003-12-02T20:00:00","36.40","-3.40",,
"FNTL","2003-12-02T21:00:00","36.30","-3.80",,
"FNTL","2003-12-02T22:00:00","36.30","-4.10",,
"FNTL","2003-12-02T23:00:00","36.20","-4.40",,
"FNTL","2003-12-03T00:00:00","36.20","-4.70",,
"FNTL","2003-12-03T01:00:00","36.10","-5.00",,
"FNTL","2003-12-03T02:00:00","36.00","-5.30",,
"FNTL","2003-12-03T03:00:00","36.10","-5.40",,
"FNTL","2003-12-03T04:00:00","36.10","-5.40",,
"FNTL","2003-12-03T05:00:00","36.10","-5.40",,
"FNTL","2003-12-03T06:00:00","36.10","-5.40",,
"FNTL","2003-12-04T18:00:00","36.00","-5.40",,
"FNTL","2003-12-04T19:00:00","36.00","-5.70",,
"FNTL","2003-12-04T20:00:00","36.00","-6.00",,
"FNTL","2003-12-02T01:00:00","39.70","1.10",,
"FNTL","2003-12-02T02:00:00","39.50","0.90",,
"FNTL","2003-12-02T03:00:00","39.20","0.70",,
"FNTL","2003-12-02T04:00:00","39.00","0.60",,
"FNTL","2003-12-02T05:00:00","38.70","0.40",,
"FNTL","2003-12-02T06:00:00","38.50","0.20",,
"FNTL","2003-12-02T07:00:00","38.30","0.00",,
"FNTL","2003-12-01T00:00:00","41.80","3.70",,
"FNTL","2003-12-01T01:00:00","41.60","3.30",,
"FNTL","2003-12-01T03:00:00","41.40","2.60",,
"FNTL","2003-12-01T04:00:00","41.30","2.30",,
"FNTL","2003-12-01T05:00:00","41.40","2.20",,
"FNTL","2003-12-01T06:00:00","41.40","2.20",,
"FNTL","2003-12-01T07:00:00","41.40","2.20",,
"FNTL","2003-12-01T19:00:00","41.20","2.10",,
"FNTL","2003-12-01T20:00:00","41.00","1.90",,
"FNTL","2003-12-01T21:00:00","40.70","1.80",,
"FNTL","2003-12-01T22:00:00","40.50","1.60",,
"FNTL","2003-12-01T23:00:00","40.20","1.40",,
"FNTL","2003-12-02T00:00:00","40.00","1.20",,
"ELZW8","2003-12-14T00:00:00","37.60","7.10","62.2","1"
"ELZW8","2003-12-15T12:00:00","38.00","9.50","60.1","1"
"ELZW8","2003-12-28T00:00:00","36.70","0.60","61.5","1"
"ELZW8","2003-12-13T00:00:00","35.20","18.60","67.3","1"
"ELZW8","2003-12-13T06:00:00","36.00","15.70",,
"ELZW8","2003-12-13T12:00:00","36.70","12.80","63.7","1"
"ELZW8","2003-12-29T00:00:00","37.00","11.70","60.4","1"
"ELZW8","2003-12-29T12:00:00","35.70","17.00","63.0","1"
"ELZW8","2003-12-12T06:00:00","33.00","27.10","69.8","1"
"ELZW8","2003-12-12T12:00:00","33.80","24.30","68.7","1"
"ELZW8","2003-12-30T00:00:00","34.30","22.10","63.7","1"
"ELZW8","2003-12-30T06:00:00","33.60","24.90","65.5","1"
"ELZW8","2003-12-30T12:00:00","32.90","27.50","64.4","1"
"ELZW8","2003-12-12T00:00:00","32.20","30.00","67.3","1"
"ELZW8","2003-12-30T18:00:00","32.20","30.00","65.5","1"
"ELVO5","2003-12-25T07:00:00","32.70","29.50","59.9","3"
"ELZW9","2003-12-10T06:00:00","37.00","2.50","59.9","3"
"ELZW9","2003-12-11T06:00:00","36.30","14.40","62.1","3"
"ELZW9","2003-12-11T18:00:00","35.00","19.30","64.9","3"
"ELZW9","2003-12-12T00:00:00","34.50","21.30","65.3","3"
"ELZW9","2003-12-12T06:00:00","33.90","23.80","63.5","3"
"ELZW9","2003-12-12T12:00:00","33.20","26.50","65.7","3"
"GBZC","2003-12-10T00:00:00","36.50","-1.00",,
"GBZC","2003-12-10T06:00:00","36.80","0.70",,
"GBZC","2003-12-10T18:00:00","37.30","3.40",,
"GBZC","2003-12-11T00:00:00","37.50","4.90",,
"GBZC","2003-12-11T12:00:00","37.40","8.20","61.7","0"
"GBZC","2003-12-12T00:00:00","37.10","11.20",,
"GBZC","2003-12-12T12:00:00","36.40","13.40",,
"GBZC","2003-12-13T00:00:00","35.90","15.00",,
"GBZC","2003-12-13T12:00:00","35.80","15.30",,
"GBZC","2003-12-14T00:00:00","35.10","18.10",,
"GBZC","2003-12-14T12:00:00","34.50","21.00",,
"GBZC","2003-12-15T00:00:00","33.80","23.80",,
"GBZC","2003-12-15T06:00:00","33.50","25.10",,
"GBZC","2003-12-15T12:00:00","33.20","26.60","70.2","0"
"GBZC","2003-12-16T00:00:00","32.60","29.40",,
"GBZC","2003-12-16T12:00:00","31.70","32.00",,
"DGND","2003-12-12T06:00:00","36.20","-3.50",,
"DGND","2003-12-10T18:00:00","38.70","8.90",,
"DGND","2003-12-11T06:00:00","37.80","4.60",,
"DGND","2003-12-11T18:00:00","37.00","0.60",,
"DGND","2003-12-06T18:00:00","37.10","17.60",,
"DGND","2003-12-03T06:00:00","36.20","27.10",,
"DGND","2003-12-05T18:00:00","38.30","25.00",,
"DGND","2003-12-06T06:00:00","36.40","21.80",,
"DGND","2003-12-02T18:00:00","35.90","31.10",,
"DGNB","2003-12-28T03:00:00","49.70","-5.80","54.3","4"
"DGNB","2003-12-28T04:00:00","49.70","-5.30","54.5","4"
"DGNB","2003-12-28T05:00:00","49.70","-4.90","54.5","4"
"DGNB","2003-12-28T06:00:00","49.70","-4.50","54.5","4"
"DGNB","2003-12-28T07:00:00","49.80","-4.00","54.5","4"
"DGNB","2003-12-28T08:00:00","49.80","-3.50","54.5","4"
"DGNB","2003-12-28T09:00:00","49.80","-3.10","54.3","4"
"DGNB","2003-12-28T10:00:00","49.80","-2.60","54.3","4"
"DGNB","2003-12-28T11:00:00","50.00","-2.10","54.3","4"
"PDBY","2003-12-29T06:00:00","36.50","-2.40","66.0","3"
"PDBY","2003-12-01T06:00:00","49.30","-4.90","57.6","3"
"PDBY","2003-12-30T06:00:00","40.10","5.30","62.4","3"
"PDBY","2003-12-01T00:00:00","50.00","-2.70","58.1","3"
"C6OK","2003-12-01T08:00:00","37.90","9.20","68.0","1"
"C6OK","2003-12-04T00:00:00","39.60","26.00",,
"C6OK","2003-12-04T06:00:00","39.60","26.00",,
"C6OK","2003-12-04T12:00:00","39.60","26.00",,
"C6OK","2003-12-04T18:00:00","39.60","26.00",,
"C6OK","2003-12-05T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-05T12:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-05T18:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-06T00:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-06T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-06T18:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-07T00:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-07T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-07T12:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-07T18:00:00","39.40","25.50","64.4","1"
"C6OK","2003-12-08T06:00:00","39.50","25.50","64.4","1"
"C6OK","2003-12-08T12:00:00","39.70","25.60","64.4","1"
"C6OK","2003-12-08T18:00:00","39.40","25.50","64.4","1"
"C6OK","2003-12-09T00:00:00","39.70","25.70","64.4","1"
"C6OK","2003-12-09T06:00:00","39.50","25.50","64.4","1"
"C6OK","2003-12-09T18:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-10T06:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-10T18:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-11T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-11T12:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-11T18:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-12T00:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-12T06:00:00","39.70","26.00","62.6","1"
"C6OK","2003-12-12T12:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-12T18:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-13T00:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-13T06:00:00","39.70","26.00","62.6","1"
"C6OK","2003-12-13T18:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-14T00:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-14T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-15T06:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-15T12:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-15T18:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-16T00:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-16T06:00:00","39.60","26.00","64.4","1"
"C6OK","2003-12-16T12:00:00","39.70","26.00","64.4","1"
"C6OK","2003-12-16T18:00:00","39.60","26.00","62.6","1"
"C6OK","2003-12-17T00:00:00","39.70","26.00","62.6","1"
"C6OK","2003-12-17T06:00:00","39.50","25.60","62.6","1"
"C6OK","2003-12-17T12:00:00","39.60","25.50","62.6","1"
"C6OK","2003-12-17T18:00:00","39.70","25.60","62.6","1"
"C6OK","2003-12-18T00:00:00","39.90","25.80","60.8","1"
"C6OK","2003-12-18T06:00:00","39.90","26.00","60.8","1"
"C6OK","2003-12-18T12:00:00","40.60","27.30","57.2","1"
"C6OK","2003-12-18T18:00:00","40.80","28.80","53.6","1"
"C6OK","2003-12-19T06:00:00","40.70","29.00","53.6","1"
"C6OK","2003-12-19T18:00:00","40.90","28.80","55.4","1"
"C6OK","2003-12-29T06:00:00","41.70","29.80","50.0","1"
"C6OK","2003-12-29T12:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-29T18:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-30T00:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-30T06:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-30T12:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-30T18:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-31T00:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-31T06:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-31T12:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-31T18:00:00","41.30","28.90","50.0","1"
"C6OK","2003-12-21T00:00:00","43.10","34.00","51.8","1"
"C6OK","2003-12-21T18:00:00","44.10","37.60","53.6","1"
"C6OK","2003-12-22T00:00:00","44.30","37.80","53.6","1"
"C6OK","2003-12-22T01:00:00","44.40","37.40","53.6","1"
"C6OK","2003-12-22T06:00:00","44.20","37.60","53.6","1"
"C6OK","2003-12-22T18:00:00","44.10","37.40","53.6","1"
"C6OK","2003-12-23T00:00:00","44.20","37.40","53.6","1"
"C6OK","2003-12-23T06:00:00","44.30","37.10","53.6","1"
"C6OK","2003-12-23T12:00:00","44.60","37.90","54.5","1"
"C6OK","2003-12-23T18:00:00","44.50","37.80","53.6","1"
"C6OK","2003-12-24T00:00:00","44.60","37.90","53.6","1"
"C6OK","2003-12-24T12:00:00","44.60","37.60","55.4","1"
"C6OK","2003-12-25T18:00:00","44.50","37.90","53.6","1"
"C6OK","2003-12-27T18:00:00","44.50","37.80","54.5","1"
"C6OK","2003-12-28T06:00:00","44.20","36.80","53.6","1"
"C6OK","2003-12-28T12:00:00","43.60","35.10","50.0","1"
"C6OK","2003-12-28T18:00:00","43.00","33.30","51.8","1"
"C6OK","2003-12-29T00:00:00","42.40","31.50","50.9","1"
"WAHV","2003-12-13T06:00:00","36.10","-4.70","62.2","1"
"WAHP","2003-12-26T12:00:00","37.60","6.30",,"1"
"WAHP","2003-12-02T12:00:00","36.70","18.70",,"1"
"WAHP","2003-12-25T12:00:00","36.00","16.00","62.6","1"
"NGON","2003-12-10T00:00:00","36.00","-4.20","62.1","1"
"NGON","2003-12-12T00:00:00","37.60","2.70","62.1","1"
"NGON","2003-12-12T12:00:00","37.90","6.50","62.1","1"
"NGON","2003-12-12T18:00:00","37.90","8.30","62.1","1"
"NGON","2003-12-13T00:00:00","37.80","10.20","64.0","1"
"NGON","2003-12-13T06:00:00","37.20","11.50","64.0","1"
"NGON","2003-12-14T00:00:00","37.10","16.30","69.1","1"
"NGON","2003-12-14T06:00:00","38.10","17.20","69.1","1"
"NGON","2003-12-18T06:00:00","38.50","18.30","64.9","1"
"NGON","2003-12-18T12:00:00","37.20","18.30","64.9","1"
"NGON","2003-12-19T06:00:00","37.20","18.50",,"1"
"NGON","2003-12-19T12:00:00","37.30","18.30","64.9","1"
"NGON","2003-12-20T06:00:00","37.20","18.50","64.9","1"
"NGON","2003-12-20T12:00:00","37.40","18.50",,"1"
"NGON","2003-12-20T18:00:00","37.50","18.30",,"1"
"NGON","2003-12-21T00:00:00","37.50","18.50","66.9","1"
"NGON","2003-12-21T06:00:00","37.60","19.10","53.6","1"
"NGON","2003-12-21T12:00:00","37.60","19.40","66.9","1"
"NGON","2003-12-21T18:00:00","36.90","19.10","66.9","1"
"NGON","2003-12-22T00:00:00","35.80","18.50","66.9","1"
"NGON","2003-12-22T06:00:00","34.40","17.90","66.9","1"
"NGON","2003-12-22T12:00:00","34.60","17.40","66.9","1"
"NGON","2003-12-22T18:00:00","35.40","16.80","66.9","1"
"NGON","2003-12-23T00:00:00","36.00","16.30","66.9","1"
"NGON","2003-12-23T18:00:00","36.60","16.20","64.9","1"
"NGON","2003-12-24T00:00:00","36.10","15.00","64.9","1"
"NGON","2003-12-24T06:00:00","35.60","17.00","64.9","1"
"NGON","2003-12-24T12:00:00","35.10","16.50","64.9","1"
"NGON","2003-12-24T18:00:00","35.20","15.60","64.9","1"
"NGON","2003-12-25T06:00:00","35.20","15.50","64.9","1"
"NGON","2003-12-25T12:00:00","34.40","15.40","66.0","1"
"NGON","2003-12-25T18:00:00","35.20","15.80","66.0","1"
"NGON","2003-12-26T00:00:00","35.90","16.30","66.0","1"
"NGON","2003-12-26T06:00:00","36.80","16.80","66.0","1"
"NGON","2003-12-26T12:00:00","37.70","17.40","66.0","1"
"NGON","2003-12-26T18:00:00","38.70","17.90","66.0","1"
"NGON","2003-12-27T00:00:00","39.60","18.60","62.1","1"
"NGON","2003-12-17T18:00:00","40.50","18.90","64.0","1"
"NGON","2003-12-27T06:00:00","40.40","18.90","62.1","1"
"NGON","2003-12-28T00:00:00","42.20","16.80","62.1","1"
"NGON","2003-12-28T06:00:00","42.70","16.80","62.1","1"
"NGON","2003-12-28T12:00:00","42.90","15.00","62.1","1"
"NGON","2003-12-28T18:00:00","44.10","14.30","62.1","1"
"C6LV3","2003-12-01T06:00:00","44.20","8.90","62.1",
"2GDF","2003-12-23T18:00:00","36.10","-3.50","59.2","1"
"VSRL9","2003-12-10T12:00:00","36.30","-4.10",,
"9HWO4","2003-12-21T12:00:00","36.10","-4.20","60.8","1"
"9HWO4","2003-12-21T18:00:00","36.30","-2.30","60.8","1"
"9HWO4","2003-12-22T00:00:00","36.60","-1.00","60.8","1"
"9HWO4","2003-12-22T06:00:00","36.50","0.40","60.8","1"
"9HWO4","2003-12-22T12:00:00","37.10","2.20","60.8","1"
"9HWO4","2003-12-22T18:00:00","37.20","3.50","60.8","1"
"9HWO4","2003-12-23T00:00:00","37.40","5.00","60.8","1"
"9HWO4","2003-12-23T06:00:00","37.50","6.10","60.8","1"
"9HWO4","2003-12-23T12:00:00","37.90","7.30","60.8","1"
"9HWO4","2003-12-24T00:00:00","37.70","10.10","60.8","1"
"9HWO4","2003-12-24T12:00:00","37.20","12.90","60.8","1"
"9HWO4","2003-12-25T00:00:00","36.60","15.70","60.8","1"
"9HWO4","2003-12-25T06:00:00","36.10","16.50","60.8","1"
"9HWO4","2003-12-25T12:00:00","35.60","18.10","60.8","1"
"9HWO4","2003-12-25T18:00:00","35.20","19.20","60.8","1"
"9HWO4","2003-12-26T00:00:00","35.20","21.00","60.8","1"
"9HWO4","2003-12-26T06:00:00","35.00","22.20","60.8","1"
"9HWO4","2003-12-26T12:00:00","34.70","23.90","60.8","1"
"9HWO4","2003-12-26T18:00:00","34.30","25.10","60.8","1"
"9HWO4","2003-12-27T00:00:00","34.20","26.60","60.8","1"
"9HWO4","2003-12-27T06:00:00","34.00","28.10","60.8","1"
"9HWO4","2003-12-27T12:00:00","33.70","29.70","60.8","1"
"9HWO4","2003-12-27T18:00:00","33.30","31.20","60.8","1"
"9HWO4","2003-12-28T00:00:00","33.20","32.60","60.8","1"
"9HWO4","2003-12-28T06:00:00","33.00","34.10","60.8","1"
"9HWO4","2003-12-17T18:00:00","49.20","-4.30","51.8","1"
"9HWO4","2003-12-18T00:00:00","48.60","-6.00","51.8","1"
"9HWO4","2003-12-17T12:00:00","50.00","-2.90","51.8","1"
"UBSO","2003-12-19T18:00:00","35.90","-6.10","60.8","7"
"UBSO","2003-12-20T00:00:00","36.10","-4.70","60.8","7"
"UBSO","2003-12-20T06:00:00","36.40","-3.00","60.8","7"
"UBSO","2003-12-20T12:00:00","36.70","-1.80","60.8","7"
"UBSO","2003-12-20T18:00:00","37.50","-0.60","60.8","7"
"UBSO","2003-12-21T06:00:00","39.00","-0.10","60.8","7"
"UBSO","2003-12-24T00:00:00","39.50","1.40","59.0","7"
"UBSO","2003-12-24T12:00:00","39.50","4.00","59.0","7"
"UBSO","2003-12-28T18:00:00","39.50","11.40","57.2","7"
"UBSO","2003-12-29T00:00:00","38.60","11.80","57.2","7"
"UBSO","2003-12-29T06:00:00","37.60","12.40","57.2","7"
"UBSO","2003-12-29T12:00:00","36.80","13.40","57.2","7"
"UBSO","2003-12-30T18:00:00","36.80","15.50","59.0","7"
"UBSO","2003-12-31T00:00:00","37.80","16.30","57.2","7"
"UBSO","2003-12-31T06:00:00","38.40","17.50","60.8","7"
"UBSO","2003-12-31T12:00:00","39.60","18.40","57.2","7"
"UBSO","2003-12-15T06:00:00","49.00","-2.60","50.0","7"
"UBSO","2003-12-16T06:00:00","49.20","-4.20","50.0","7"
"UBSO","2003-12-16T12:00:00","48.90","-5.60","50.0","7"
"UBSO","2003-12-25T06:00:00","41.70","7.30","59.0","7"
"UBSO","2003-12-25T12:00:00","42.50","8.50","57.2","7"
"UBSO","2003-12-25T18:00:00","43.40","9.90","57.2","7"
"UBSO","2003-12-27T00:00:00","43.00","10.00","57.2","7"
"UBSO","2003-12-28T06:00:00","41.80","10.30","57.2","7"
"UBSO","2003-12-28T12:00:00","40.70","10.80","57.2","7"
"UBSO","2003-12-31T18:00:00","40.80","18.10","57.2","7"
"PFJH","2003-12-22T12:00:00","36.00","-4.80",,
"PFJH","2003-12-23T00:00:00","36.50","-2.50",,
"PFJH","2003-12-23T12:00:00","37.40","-0.70",,
"PFJH","2003-12-25T00:00:00","39.60","0.90",,
"PFJH","2003-12-29T12:00:00","39.00","14.70",,
"PFJH","2003-12-26T12:00:00","43.20","7.20",,
"PFJH","2003-12-28T12:00:00","41.40","11.30",,
"PFJH","2003-12-17T12:00:00","50.00","-2.70",,
"PJRH","2003-12-29T06:00:00","49.80","-4.30","53.6","3"
"PJRH","2003-12-04T18:00:00","50.00","-2.40","55.4","3"
"ZCBE7","2003-12-15T06:00:00","36.00","-5.00","60.8","1"
"DDJI","2003-12-20T06:00:00","36.40","-2.30","62.6","1"
"DDJI","2003-12-28T06:00:00","36.80","-0.60","61.7","1"
"DDJI","2003-12-28T12:00:00","36.50","-2.70",,
"DDJI","2003-12-28T18:00:00","36.10","-4.90","60.8","3"
"DDJI","2003-12-20T12:00:00","36.90","1.00",,
"DDJI","2003-12-20T15:00:00","37.20","1.30","62.6","3"
"DDJI","2003-12-20T18:00:00","37.40","2.40","62.6","3"
"DDJI","2003-12-20T21:00:00","37.60","3.40",,
"DDJI","2003-12-21T00:00:00","37.90","4.60",,
"DDJI","2003-12-21T09:00:00","38.60","8.10","62.6",
"DDJI","2003-12-27T06:00:00","38.00","8.90","60.8","1"
"DDJI","2003-12-27T09:00:00","37.90","8.50","60.8","1"
"DDJI","2003-12-27T15:00:00","37.50","5.30",,
"DDJI","2003-12-28T00:00:00","37.10","1.60",,
"DDJI","2003-12-22T15:00:00","40.50","9.90",,
"DDJI","2003-12-22T18:00:00","41.10","9.90","60.8","3"
"FILL","2003-12-18T15:00:00","43.20","5.30","58.6","3"
"FILL","2003-12-19T09:00:00","43.20","5.30","58.5","3"
"FILL","2003-12-19T12:00:00","42.60","6.50","58.3","3"
"FILL","2003-12-19T15:00:00","42.00","7.90","61.7","3"
"FILL","2003-12-19T21:00:00","41.90","8.40","60.6","3"
"FILL","2003-12-20T00:00:00","42.50","7.70","59.5","3"
"FILL","2003-12-20T03:00:00","42.80","6.40","59.7","3"
"FILL","2003-12-20T06:00:00","43.20","5.30","58.8","3"
"FILL","2003-12-20T21:00:00","43.10","5.40","60.3","3"
"FILL","2003-12-21T00:00:00","42.60","6.50","58.8","3"
"FILL","2003-12-21T03:00:00","42.10","7.60","61.2","3"
"FILL","2003-12-21T06:00:00","41.80","8.60","60.4","3"
"FILL","2003-12-21T12:00:00","42.20","7.60","61.0","3"
"FILL","2003-12-21T15:00:00","42.80","6.30","60.4","3"
"FILL","2003-12-22T00:00:00","42.70","6.60","59.9","3"
"FILL","2003-12-22T06:00:00","41.90","8.70","59.9","3"
"FILL","2003-12-22T21:00:00","41.90","8.20","60.8","3"
"FILL","2003-12-23T00:00:00","42.40","7.40","59.2","3"
"FILL","2003-12-23T03:00:00","42.90","6.40","60.3","3"
"FILL","2003-12-23T06:00:00","43.20","5.20","57.7","3"
"FILL","2003-12-23T21:00:00","43.00","5.60","58.8","3"
"FILL","2003-12-24T00:00:00","43.10","7.10","59.0","3"
"FILL","2003-12-24T03:00:00","43.20","8.60","57.9","3"
"FILL","2003-12-24T06:00:00","42.70","9.40","58.5","3"
"FILL","2003-12-24T21:00:00","43.00","9.20","58.3","3"
"FILL","2003-12-25T00:00:00","43.00","8.10","55.9","3"
"FILL","2003-12-25T03:00:00","42.90","6.50","59.7","3"
"FILL","2003-12-25T06:00:00","43.20","5.30","57.0","3"
"FILL","2003-12-27T21:00:00","43.00","5.70","59.4","3"
"FILL","2003-12-28T00:00:00","42.50","6.70","58.6","3"
"FILL","2003-12-28T03:00:00","42.10","7.80","59.9","3"
"FILL","2003-12-28T09:00:00","41.80","8.60","58.5","3"
"FILL","2003-12-28T12:00:00","42.30","7.20","59.0","3"
"FILL","2003-12-28T15:00:00","42.90","5.80","59.7","3"
"FILL","2003-12-28T21:00:00","43.00","5.70","59.0","3"
"FILL","2003-12-29T00:00:00","42.90","7.10","56.7","3"
"FILL","2003-12-29T03:00:00","43.00","8.50","57.9","3"
"FILL","2003-12-29T06:00:00","42.70","9.40","57.9","3"
